id,notes,original_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained (),Future Stipend - Amount obtained (),Rental Arrears - Amount obtained (),Moving Costs - Amount obtained (),Total RRF Award
163713,,2467,No_Match,,,,130101,1009,7200,0,3148,7200,August-20; September-20; October-20; November-20; December-20,,417.87,4881,5264,,10562.87
163714,,2128,Match,Non_Exact,25,25,110105,1014,2700,0,2200,2700,January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/21/2021,0,0,5963,,5963
163715,,2121,Match,Non_Exact,25,25,90400,2010,6000,0,1485,6000,January-21; February-21; March-21; April-21; May-21,5/21/2021,0,0,10000,,15000
163716,,2118,Match,Non_Exact,25,25,50600,2001,1650,0,3626,1650,April-21; May-21; June-21; July-21,4/21/2021,0,0,2177,,2177
163720,,2131,Match,Non_Exact,25,25,140202,4001,8900,0,1200,8900,July-21; August-21; September-21,6/22/2021,0,0,3117,,3117
163721,,2124,Match,Non_Exact,25,25,140107,1019,4200,0,5200,4200,January-21; February-21; March-21,4/6/2021,0,0,7470,,7470
163722,,2128,Match,Non_Exact,25,25,70402,1007,6100,0,2300,6100,December-20; January-21; February-21; March-21,4/5/2021,0,0,9943,,9943
163723,,2210,Match,Non_Exact,25,25,100800,6004,4400,0,300,4400,December-20; January-21; February-21; March-21,4/5/2021,0,0,4400,,4400
163724,,2121,Match,Non_Exact,25,25,50300,1010,5600,0,1,5600,January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/12/2021,0,0,9800,,9800
163725,,2119,Match,Non_Exact,25,25,140300,5007,5000,0,2372,5000,January-21; February-21; March-21; April-21; May-21; June-21,4/7/2021,0,0,5951,,5951
163729,,2130,Match,Non_Exact,25,25,92200,4000,1000,0,1600,1000,August-21; September-21; October-21,7/10/2021,0,0,2957,,2957
163730,,2118,Match,Non_Exact,25,25,81800,1000,4400,0,0,4400,June-21; July-21; August-21; September-21,6/4/2021,0,0,3549,,3549
163731,,2136,Match,Non_Exact,25,25,120301,4001,7800,0,0,7800,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; June-21; July-21,6/17/2021,1500,0,13500,,15000
163732,,2124,No_Match,,,,71101,2003,12000,0,1800,12000,November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/14/2021,0,0,12449,,12449
163733,,2115,Match,Non_Exact,25,25,140400,2015,9720,0,820,9720,August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,9/2/2021,,0,14040,,14040
163735,,2124,Match,Non_Exact,25,25,81001,4000,7000,0,3000,7000,December-20; January-21; February-21; March-21,4/6/2021,0,0,7724,,7724
163736,,2128,Match,Non_Exact,25,25,92000,2005,1100,0,1508,1100,January-21; February-21; March-21; April-21,4/11/2021,0,0,2600,,2600
163738,,2128,Match,Exact,25,25,50200,1004,4500,378.3,1600,4878.3,February-21; March-21; April-21; May-21; June-21; July-21,4/15/2021,378.3,0,15000,,15378.3
163739,,2108,No_Match,,,,70102,1002,22000,0,2128,22000,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,4/7/2021,0,,15000,,15000
163740,,2122,Match,Non_Exact,25,25,50101,3001,5100,0,2000,5100,April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,4/14/2021,0,0,6800,,6800
163741,,2128,Match,Non_Exact,25,25,100900,4014,4800,0,1206,4800,February-21; March-21; April-21,3/17/2021,,7200,,,7200
163742,,2124,Match,Non_Exact,25,25,91500,3000,4950,0,0,4950,August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,4/7/2021,0,0,14400,,14400
163743,,2128,Match,Exact,25,25,50101,1003,9000,0,0,9000,September-20; October-20; November-20; December-20; January-21; February-21; March-21; May-21; June-21; July-21,4/6/2021,,0,15000,,15000
163744,,2122,Match,Non_Exact,25,25,100400,1004,1100,0,2427,1100,February-21; March-21; April-21; May-21; June-21,4/7/2021,0,0,8250,,8250
163747,,2128,Match,Non_Exact,25,25,90100,4001,2100,0,1054,2100,December-20; January-21; February-21; March-21; April-21,5/12/2021,0,0,4200,,4200
163748,,2118,Match,Non_Exact,25,25,80100,1051,4000,0,250,4000,,7/5/2021,0,0,3955,,3955
163754,,2122,No_Match,,,,91600,2005,9000,0,1928,9000,August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,4/5/2021,0,0,13500,,13500
163758,,2125,Match,Non_Exact,25,25,100603,1009,8100,651.02,1200,8751.02,June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,4/13/2021,651.02,0,10800,0,11451.02
163759,,2136,Match,Non_Exact,25,25,91200,2003,3900,664.14,900,4564.14,December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/7/2021,664,0,10400,,11064
163760,,2127,Match,Non_Exact,25,25,101001,6001,6000,154.53,1818,6154.53,November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/12/2021,0,0,10761,,10761
163761,,2136,No_Match,,,,140107,1016,6000,0,300,6000,February-21; March-21; April-21; May-21; June-21; July-21,4/22/2021,0,0,10800,,10800
163762,,2121,Match,Non_Exact,25,25,50300,2004,3830,0,0,3830,March-21; April-21; May-21; June-21; July-21,,665.19,0,11867,,12532.19
163764,,2124,Match,Non_Exact,25,25,90200,3001,5535,0,1006,5535,October-20; November-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; December-21,4/13/2021,0,0,8428,,8428
163765,,2136,Match,Non_Exact,25,25,50901,2006,3300,109.74,3500,3409.74,January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/13/2021,109.74,0,7700,,7809.74
163767,,2126,Match,Non_Exact,25,25,130406,1004,4408,2254,2800,6662,January-21; February-21; March-21; April-21,4/15/2021,1500,0,3912,,5412
163768,,2131,Match,Non_Exact,25,25,120301,3007,3869,0,67000,3869,February-21; March-21; April-21,3/24/2021,0,0,5735,,5735
163769,,2121,Match,Non_Exact,25,25,101001,5001,17000,0,2268,17000,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,4/7/2021,0,0,15000,,15000
163770,,2128,Match,Non_Exact,25,25,110301,1008,1000,0,1000,1000,,9/13/2021,,3028,,2778,5806
163772,,2128,Match,Exact,25,25,50300,1006,14970,0,4000,14970,November-20; December-20; January-21; February-21; March-21; April-21,4/7/2021,0,0,14970,,14970
163773,,2119,No_Match,,,,90600,1010,8000,0,2000,8000,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,4/7/2021,0,0,14537,,14537
163774,,2118,Match,Non_Exact,25,25,50200,4002,2900,0,1400,2900,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/7/2021,0,0,5775,,5775
163777,,2116,Match,Non_Exact,25,25,50200,2001,3000,0,500,3000,February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/9/2021,0,0,9687,,9687
163780,,2128,Match,Exact,25,25,50700,1003,8000,0,4800,8000,November-20; December-20; January-21; February-21; March-21; April-21,4/11/2021,0,0,15000,,15000
163782,,2128,Match,Non_Exact,25,25,120201,2000,4800,0,508,4800,January-21; February-21; March-21; April-21; May-21,4/8/2021,0,0,12800,,12800
163783,,2121,Match,Non_Exact,25,25,50700,1003,5600,0,2400,5600,February-21; March-21; April-21; May-21; June-21; July-21,4/15/2021,,14749,,,14749
163784,,2124,Match,Non_Exact,25,25,50700,1003,7200,0,1600,7200,March-21; April-21; May-21; June-21; July-21; August-21,7/13/2021,0,0,15000,,15000
163785,,2124,Match,Non_Exact,25,25,90200,3001,4300,0,1200,4300,January-21; February-21; March-21; April-21,4/8/2021,0,,4100,,4100
163786,,2127,Match,Non_Exact,25,25,92000,4005,6000,0,2800,6000,December-20; January-21; February-21; March-21; April-21,4/7/2021,0,0,8400,,8400
163787,,2125,Match,Non_Exact,25,25,100601,4003,4500,0,2500,4500,February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/10/2021,0,0,9726,,9726
163788,,2125,Match,Non_Exact,25,25,60601,1008,3800,0,1356,3800,April-20; May-20,3/19/2021,1500,5400,,,6900
163795,,2119,Match,Non_Exact,25,25,140202,3016,8350,0,872,8350,December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/29/2021,,0,13000,,13000
163796,,2129,Tie,,,,40401,1011,2097,0,2569,2097,December-20; January-21; February-21; March-21; April-21,4/20/2021,0,0,5291,,5291
163797,,2128,Match,Non_Exact,25,25,60604,1003,16415,0,2812,16415,December-20; January-21; February-21; March-21; April-21,4/20/2021,0,0,15000,,15000
163798,,2128,No_Match,,,,51000,2009,1450,0,204,1450,March-21; April-21; May-21; June-21; July-21; August-21,5/27/2021,0,0,8975,,8975
163799,,2126,Match,Non_Exact,25,25,51000,1000,5100,0,1800,5100,February-21; March-21; April-21; May-21; June-21; July-21,4/11/2021,0,0,10200,,10200
163800,,2121,Match,Non_Exact,25,25,101002,3012,3790,214.32,2864,4004.32,March-21; April-21; May-21; June-21; July-21; August-21,5/10/2021,214.32,0,3548.68,,3763
163802,,2136,Match,Non_Exact,25,25,91700,3002,3400,0,2500,3400,February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/21/2021,,4800,10200,,15000
163805,,2125,Match,Non_Exact,25,25,92300,1000,2500,0,1500,2500,April-21; May-21; June-21; August-21,,,,9577,,9577
163806,,2130,Match,Non_Exact,25,25,140400,6000,4500,0,985,4500,January-21; February-21; March-21; April-21,4/14/2021,0,6057,6056.75,,12113.75
163807,,2122,Match,Non_Exact,25,25,81700,2002,5040,0,3288,5040,January-21; February-21; March-21; April-21,4/13/2021,,6720,,,6720
163808,,2119,Match,Non_Exact,25,25,90700,4012,4796,0,2080,4796,January-21; February-21; March-21; April-21,4/26/2021,0,0,7662,,7662
163809,,2124,Match,Non_Exact,25,25,120201,1001,0,0,587,0,November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/28/2021,0,0,14359,,14359
163810,,2126,Match,Non_Exact,25,25,90600,1002,1050,0,1223,1050,February-21; March-21; April-21; May-21; June-21; July-21,4/15/2021,0,0,2749,,2749
163812,,2124,Tie,,,,100900,2002,4400,0,3296,4400,February-21; March-21; April-21; May-21; June-21; July-21,4/19/2021,0,0,5783,,5783
163813,,2119,Match,Non_Exact,25,25,101001,3005,6300,0,1350,6300,February-21; March-21; April-21; May-21; June-21; July-21,7/10/2021,1500,0,13500,,15000
163816,,2121,Match,Non_Exact,25,25,50600,1000,12000,0,2200,12000,May-21; June-21,,,,2425,,2425
163818,,2121,Match,Exact,25,25,90300,2002,5800,0,2000,5800,January-21; February-21; March-21; April-21; May-21,5/21/2021,0,0,8500,,8500
163819,,2130,Tie,,,,81200,1003,4400,0,1168,4400,December-20; January-21; February-21; March-21; April-21,4/27/2021,0,0,5500,,5500
163821,,2121,Match,Exact,25,25,82000,1001,5500,0,2396,5500,December-20; January-21; February-21; March-21; April-21,4/20/2021,,12464,,,12464
163822,,2130,Match,Non_Exact,25,25,91800,3007,6600,0,1796,6600,February-21; March-21; April-21; May-21; June-21; July-21,4/13/2021,0,0,11787,,11787
163823,,2128,Match,Non_Exact,25,25,701,1003,3188,0,4000,3188,January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/22/2021,,7438,,,15565.14
163824,,2121,Match,Non_Exact,25,25,81200,1006,3100,0,0,3100,April-21; May-21; June-21,5/25/2021,0,0,4650,,4650
163825,,2136,Match,Non_Exact,25,25,51200,2001,3300,1130.63,500,4430.63,January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/15/2021,1067.47,0,7700,,15367.47
163831,,2128,Match,Non_Exact,25,25,704,3000,8923,0,828,8923,August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/25/2021,0,0,11323,,11323
163832,,2134,Match,Non_Exact,25,25,100500,1002,2800,0,#Error!,#Error!,March-21; April-21; May-21,5/13/2021,0,0,15000,,15000
163833,,2136,Match,Non_Exact,25,25,50700,1003,4000,0,1600,4000,January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/9/2021,0,0,7000,,7000
163838,,2125,Match,Non_Exact,25,25,81400,4004,4000,0,17,4000,,6/26/2021,0,,5400,,5400
163839,,2125,No_Match,,,,90700,4005,2644,0,5000,2644,March-21; April-21; May-21; June-21; July-21; August-21,5/25/2021,0,0,12743,,12743
163842,,2132,Match,Non_Exact,25,25,91900,4003,15350,0,794,15350,April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21,5/10/2021,0,0,10200,,10200
163844,,2125,Match,Non_Exact,25,25,100100,3009,10000,0,2400,10000,,,653.88,,,,653.88
163845,,2128,Match,Non_Exact,25,25,61203,1024,3300,0,1000,3300,January-21; February-21; March-21; April-21,4/27/2021,0,,4211,,4211
163847,,2126,Match,Non_Exact,25,25,91300,2002,7700,0,1300,7700,August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/12/2021,0,0,11961,,11961
163848,,2128,No_Match,,,,51101,1007,9000,0,#Error!,#Error!,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/15/2021,0,0,15000,,15000
163850,,2125,Match,Exact,25,25,91400,1001,5468,771.52,3504,6239.52,March-21; April-21; May-21,5/28/2021,1078.56,0,5328,,6406.56
163851,,2125,No_Match,,,,90700,4005,3997,0,4559,3997,November-20; December-20; January-21; February-21; March-21; April-21,4/15/2021,0,2984,6070,,9054
163852,,2121,Match,Non_Exact,25,25,140105,2008,10200,0,489,10200,November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/14/2021,0,0,14240,,14240
163853,,2136,Match,Exact,25,25,140201,1007,6200,0,3376,6200,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/12/2021,0,0,9982,,9982
163854,,2121,Match,Exact,25,25,82100,3002,5000,0,1580,5000,March-21; April-21; May-21; June-21; July-21,4/19/2021,0,0,11137,,11137
163856,,2127,Match,Non_Exact,25,25,91900,1003,7149,0,0,7149,February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,8/3/2021,,4950,9900,,14850
163857,,2132,Match,Exact,25,25,130406,1003,2227,0,896,2227,February-21; March-21; April-21,4/13/2021,0,0,6579,,6579
163861,,2124,Match,Non_Exact,25,25,60501,5003,5000,0,#Error!,#Error!,January-21; February-21; March-21; April-21; May-21; June-21,,,,5318,,5318
163863,,2136,Match,Non_Exact,25,25,91700,2000,0,0,350,0,April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,4/13/2021,0,,1300,,1300
163864,,2130,Match,Non_Exact,25,25,51101,4004,2250,0,1368,2250,February-21; March-21; April-21; May-21,5/21/2021,0,0,5750,,5750
163868,,2136,Match,Non_Exact,25,25,506,1007,750,365.55,0,1115.55,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,4/22/2021,365.55,3665,2817,,12847.55
163869,,2130,Match,Non_Exact,25,25,51101,2003,1666,0,1288,1666,February-21; March-21; April-21; May-21; June-21; July-21; August-21,7/1/2021,,0,7629,,7629
163870,,2136,Match,Exact,25,25,140300,6006,4200,0,911,4200,February-21; March-21; April-21; May-21; June-21; July-21,4/27/2021,0,,8400,,8400
163871,,2127,Match,Non_Exact,25,25,120301,4009,3900,0,2800,3900,February-21; March-21; April-21,4/21/2021,0,0,3900,,3900
163872,,2131,Match,Non_Exact,25,25,60400,3004,1700,1447.57,1136,3147.57,April-21; May-21; June-21,7/10/2021,0,0,4700,,4700
163873,,2126,Match,Non_Exact,25,25,91700,1000,7400,648,1200,8048,October-20; November-20; December-20; January-21,4/26/2021,0,,11181.07,,11181.07
163874,,2128,Match,Non_Exact,25,25,110502,1013,2250,2123.74,0,4373.74,February-21; March-21; April-21; May-21; June-21; July-21,4/14/2021,1500,0,4500,,6000
163875,,2130,No_Match,,,,980300,1006,14000,0,1936,14000,September-20; October-20; November-20; January-21; February-21; March-21; April-21,5/10/2021,0,0,15000,,15000
163876,,2119,Match,Non_Exact,25,25,101001,4004,7000,0,2000,7000,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/12/2021,0,0,7454,,7454
163877,,2120,Match,Non_Exact,25,25,402,1003,5400,400,0,5800,February-21; March-21; April-21,4/27/2021,0,0,8905,,8905
163879,,2119,Match,Exact,25,25,80300,1003,2500,600,2100,3100,December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/28/2021,,,2501,,2501
163880,,2128,Match,Non_Exact,25,25,81400,4005,7200,1700,2000,8900,April-21; May-21; June-21,4/23/2021,1500,,3903,,13443
163881,,2128,Match,Exact,25,25,51200,3002,3500,855.75,1000,4355.75,March-21; April-21; May-21; June-21; July-21,4/14/2021,1012.25,0,8639,,9651.25
163882,,2128,Match,Non_Exact,25,25,301,1004,8663,1066.89,5005,9729.89,March-21; April-21; May-21; June-21; July-21,4/15/2021,615.56,0,6409,,7024.56
163883,,2136,Match,Non_Exact,25,25,50101,1002,4800,800,2500,5600,May-21; June-21; July-21; August-21,5/10/2021,0,0,4078,,4078
163884,,2136,Match,Non_Exact,25,25,50700,2000,4000,350,3000,4350,March-21; April-21; May-21; June-21; July-21,5/25/2021,285.85,0,10095,,10380.85
163888,,2126,Match,Exact,25,25,92400,4000,15834,585.63,3906,16419.63,November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/24/2021,,15000,,,15000
163889,,2126,Match,Exact,25,25,101102,4006,18000,0,7113,18000,March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,,,,2250,,2250
163890,,2132,No_Match,,,,130402,4021,7200,2180.82,2048,9380.82,January-21; February-21; March-21; April-21,5/10/2021,1500,0,11681,,13181
163891,,2128,Match,Non_Exact,25,25,110401,1002,5200,3271.7,3000,8471.7,December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/22/2021,1500,5923,,,7423
163892,,2136,Match,Non_Exact,25,25,50901,2006,4018,1190,2080,5208,March-21; April-21; May-21; June-21,6/16/2021,0,0,6000,,6000
163893,,2128,No_Match,,,,51000,2010,7200,0,0,7200,March-21; April-21; May-21; June-21,4/22/2021,,8738,,,8738
163894,,2128,Match,Non_Exact,25,25,140202,1004,1300,0,0,1300,April-21; May-21; June-21; July-21,4/11/2021,0,0,5200,,5200
163895,,2126,Match,Non_Exact,25,25,50101,1002,12600,850,2000,13450,November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,5/10/2021,,15000,,,15000
163896,,2128,Match,Non_Exact,25,25,506,1003,16760,0,2354,16760,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,,,,6642,,6642
163899,,2136,No_Match,,,,140202,3002,9800,0,4400,9800,October-20; November-20; December-20; January-21; February-21; March-21; April-21,,,,13712,,13712
163902,,2121,Match,Non_Exact,25,25,81700,4000,28000,2484,2400,30484,March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21,7/27/2021,,0,9229,,9229
163903,,2130,Match,Non_Exact,25,25,140102,4000,750,0,6400,750,March-21; April-21; May-21; June-21; July-21; August-21,5/16/2021,0,,7180,,7180
163904,,2124,Match,Non_Exact,25,25,81200,1006,3114,2794.22,2000,5908.22,March-21; April-21,4/22/2021,1500,0,3114,,4614
163905,,2108,Tie,,,,30302,1046,14470,0,2947,14470,October-20; November-20; December-20; January-21; February-21; March-21; April-21,5/28/2021,,15000,,,15000
163906,,2124,Match,Non_Exact,25,25,90300,2005,1800,675,300,2475,April-21; May-21; June-21; July-21,4/22/2021,0,0,7200,,15000
163907,,2132,Match,Non_Exact,25,25,101102,4005,6000,0,2800,6000,March-21; April-21; May-21; June-21; July-21; August-21; September-21,6/2/2021,0,0,15000,,15000
163908,,2121,Match,Non_Exact,25,25,100300,2004,3000,0,1800,3000,February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/12/2021,0,0,9000,,9000
163909,,2128,Match,Non_Exact,25,25,100300,2001,1400,3500,0,4900,April-21; May-21; June-21; July-21; August-21,5/29/2021,1500,0,5448,,6948
163912,,2136,Match,Non_Exact,25,25,100500,4006,0,1543,5354,1543,April-21; May-21; June-21; July-21,4/14/2021,1500,10729,,,12229
163913,,2130,Match,Non_Exact,25,25,130300,4005,1300,0,400,1300,February-21; March-21; April-21; May-21; June-21; July-21,4/22/2021,0,0,3900,,9880
163914,,2124,Match,Non_Exact,25,25,140105,1016,5700,1650,1450,7350,March-20; April-20; May-20; June-20; July-20; August-20,4/26/2021,0,,10623.43,,10623.43
163915,,2124,Match,Exact,25,25,92000,3006,1000,0,2268,1000,April-21; May-21; June-21; July-21; August-21; September-21,,0,0,3789,,3789
163916,,2124,Tie,,,,100500,5005,17100,4000,540,21100,February-21; March-21; April-21; May-21; June-21,6/26/2021,0,0,4550,,4550
163917,,2124,Match,Exact,25,25,100500,1004,4800,612,3480,5412,February-21; March-21; April-21; May-21,5/21/2021,0,0,14577,,14577
163921,,2118,Match,Non_Exact,25,25,50300,2005,9645,716,4400,10361,April-21; May-21; June-21; July-21; August-21,8/10/2021,,,15000,,15000
163924,,2122,Match,Non_Exact,25,25,50200,1001,0,0,1964,0,July-21; August-21; September-21,6/16/2021,0,0,4350,,8304
163925,,2128,Match,Non_Exact,25,25,140300,1005,4500,885.01,2200,5385.01,December-20; January-21; February-21; March-21; April-21,4/26/2021,1500,0,9000,,10500
163926,,2118,Match,Non_Exact,25,25,80500,1008,6038,0,2475,6038,April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21,6/7/2021,0,0,4044,,4044
163930,,2125,Match,Non_Exact,25,25,100300,3005,14800,0,3832,14800,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,,1500,,15000,,16500
163931,,2115,Match,Non_Exact,25,25,100300,3005,0,1074,6384,1074,21-May,5/4/2021,0,0,2200,,2200
163932,,2121,Match,Non_Exact,25,25,10500,2003,24346,0,2752,24346,May-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,5/21/2021,0,0,15000,,15000
