id,notes,original_zip,manual_match_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained ($),Future Stipend - Amount obtained ($),Rental Arrears - Amount obtained ($),Moving Costs - Amount obtained ($),Total RRF Award
162632,,2125,,Match,Non_Exact,25,25,60604,2010,"$3,279.00 ",$679.79 ,"$1,176.00 ","$12,016.79 ",June-21; July-21; August-21; September-21; October-21,8/17/21,$679.79 ,"$2,686.00 ","$3,279.00 ",,"$6,644.79 "
162647,,2124,,Match,Non_Exact,25,25,91100,3006,"$4,450.00 ","$1,500.00 ","$2,300.00 ","$5,950.00 ",February-21; March-21; April-21; May-21; June-21,9/8/21,,"$5,100.00 ","$8,850.00 ",,"$13,950.00 "
162650,,2126,,Match,Non_Exact,25,25,120600,1000,"$3,200.00 ",$0.00 ,$0.00 ,"$3,200.00 ",June-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,,,"$2,100.00 ","$4,900.00 ",,"$7,000.00 "
162651,,2118,,Match,Non_Exact,25,25,91300,2006,"$1,640.00 ","$5,625.77 ","$1,140.00 ","$7,265.77 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,7/29/21,"$1,500.00 ","$2,538.00 ","$2,072.00 ",,"$6,110.00 "
162654,,,2122,No_Match,,,,92101,2004,"$9,000.00 ","$2,267.66 ","$1,600.00 ","$11,267.66 ",February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,8/19/21,$651.01 ,"$5,348.99 ","$9,000.00 ",,"$15,000.00 "
162655,,2119,,Match,Non_Exact,25,25,100200,3006,"$9,000.00 ",$0.00 ,"$5,996.00 ","$16,803.60 ",September-21; October-21; November-21,,,"$6,600.00 ",,,"$6,600.00 "
162656,,2126,,Match,Non_Exact,25,25,90400,3010,"$8,400.00 ","$2,260.00 ","$3,200.00 ","$10,660.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; August-21; September-21; October-21; November-21,9/2/21,,"$2,400.00 ","$10,800.00 ",,"$13,200.00 "
162658,,2122,,Match,Non_Exact,25,25,101102,4005,"$10,800.00 ","$1,200.00 ","$1,800.00 ","$12,000.00 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20,,,"$3,600.00 ","$7,200.00 ",,"$10,800.00 "
162660,,2130,,Match,Non_Exact,25,25,92000,1008,"$3,708.00 ",$801.57 ,"$5,000.00 ","$4,509.57 ",June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,8/30/21,,"$2,856.00 ","$4,817.96 ",,"$7,673.96 "
162661,,,2121,No_Match,,,,81900,3000,"$5,450.00 ",$0.00 ,"$1,200.00 ","$5,450.00 ",May-20; June-20; July-20; August-20; September-20,9/9/21,,"$5,250.00 ","$5,450.00 ",,"$10,700.00 "
162663,,2136,,Match,Non_Exact,25,25,51000,2010,"$1,500.00 ",$51.11 ,$794.00 ,"$1,551.11 ",March-20; October-20; April-21,8/18/21,,"$5,220.00 ","$7,246.75 ",,"$12,466.75 "
162664,,2121,,Match,Non_Exact,25,25,100800,6002,"$6,500.00 ","$1,920.00 ","$3,200.00 ","$8,420.00 ",April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,7/15/21,,,"$8,000.00 ",,"$8,000.00 "
162665,,2121,,Match,Non_Exact,25,25,140400,6001,$750.00 ,$0.00 ,"$4,000.00 ",$750.00 ,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,8/24/21,,"$4,950.00 ","$1,000.00 ",,"$5,950.00 "
162667,,2121,,Match,Exact,25,25,82000,3001,"$15,885.00 ",$0.00 ,$326.00 ,"$15,885.00 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,,,,"$15,000.00 ",,"$15,000.00 "
162678,,2121,,Match,Non_Exact,25,25,100400,4004,,$0.00 ,"$2,584.00 ",$0.00 ,August-21; September-21; October-21; November-21,8/16/21,"$1,500.00 ","$4,985.00 ",,"$7,500.00 ","$13,985.00 "
162683,,2126,,Match,Non_Exact,25,25,90100,3009,,"$1,056.00 ",$0.00 ,"$1,056.00 ",June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/16/21,"$1,057.50 ","$3,075.00 ","$4,109.00 ",,"$8,241.50 "
162686,,,2114,Tie,,,,20302,1000,"$3,000.00 ",$300.00 ,"$1,600.00 ","$3,300.00 ",April-20; May-20; June-20; July-20,8/23/21,,,"$2,198.00 ",,"$2,198.00 "
162712,,2130,,Match,Non_Exact,25,25,81400,3003,$0.00 ,$368.99 ,"$2,000.00 ",$368.99 ,May-21; June-21; July-21; August-21; September-21; October-21; November-21,8/26/21,,"$4,515.00 ","$3,763.00 ",,"$8,278.00 "
162740,,2124,,Match,Non_Exact,25,25,60601,1000,,"$1,300.00 ","$2,400.00 ","$1,300.00 ",March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,9/1/21,,,"$13,569.00 ",,"$13,569.00 "
162755,,2143,,Match,Non_Exact,25,25,100400,4000,,$0.00 ,"$2,100.00 ",$0.00 ,June-21; July-21; August-21; September-21,9/1/21,,"$1,998.00 ","$7,000.00 ",,"$8,998.00 "
162769,,2129,,Match,Non_Exact,25,25,81200,1009,$670.00 ,$0.00 ,"$1,500.00 ",$670.00 ,September-21; October-21; November-21; December-21,8/19/21,,"$3,000.00 ",,"$3,000.00 ","$6,000.00 "
162770,,2130,,Match,Non_Exact,25,25,40600,2005,$0.00 ,$0.00 ,"$2,268.00 ",$0.00 ,October-21; November-21; December-21,9/24/21,,"$6,003.00 ",,"$2,503.00 ","$8,506.00 "
162771,,2109,,Match,Non_Exact,25,25,60400,3008,$0.00 ,$0.00 ,"$2,200.00 ",$0.00 ,May-21; June-21; July-21; August-21,9/3/21,,"$7,200.00 ",$0.00 ,,"$7,200.00 "
162775,,2126,,Match,Non_Exact,25,25,80601,3008,"$4,662.00 ","$3,300.00 ","$1,448.00 ","$7,962.00 ",April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,7/29/21,"$1,500.00 ",,,,"$1,500.00 "
162776,,2119,,Match,Non_Exact,25,25,50600,1007,"$6,050.00 ",$597.59 ,"$1,400.00 ","$6,647.59 ",June-21; July-21; August-21; September-21; October-21; November-21,,$377.59 ,"$6,150.00 ","$6,050.00 ",,"$12,577.59 "
162777,,2135,,Match,Non_Exact,25,25,81302,1005,$0.00 ,$0.00 ,"$1,600.00 ",$0.00 ,21-May,7/30/21,,"$5,550.00 ",,,"$5,550.00 "
162778,,2128,,Match,Non_Exact,25,25,202,3010,$0.00 ,$0.00 ,"$1,600.00 ",$0.00 ,September-21; October-21; November-21,,,"$4,200.00 ",$0.00 ,,"$4,200.00 "
162781,,2119,,Match,Non_Exact,25,25,51000,1000,"$1,195.00 ",$150.00 ,"$1,000.00 ","$1,345.00 ",October-21; November-21; December-21,,,"$3,585.00 ",,,"$3,585.00 "
162782,,2119,,Match,Non_Exact,25,25,140400,6000,"$1,400.00 ",$640.00 ,"$7,000.00 ","$2,040.00 ",September-21; October-21; November-21,,,"$4,200.00 ",,,"$4,200.00 "
162786,,2124,,Match,Non_Exact,25,25,81700,4003,$0.00 ,$650.00 ,"$3,942.91 ","$4,632.00 ",July-21; August-21; September-21,9/20/21,,,,"$3,982.00 ","$6,805.00 "
162788,,2125,,Match,Non_Exact,25,25,92000,3000,$350.00 ,$700.00 ,"$1,568.00 ","$1,050.00 ",October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,8/16/21,,"$3,686.00 ",,,"$3,686.00 "
162791,,2122,,Match,Non_Exact,25,25,50101,3005,"$6,400.00 ",$107.38 ,"$1,045.00 ","$16,299.38 ",May-21; June-21; July-21; August-21; September-21; October-21; November-21,,$107.38 ,"$4,896.00 ","$6,400.00 ",,"$11,403.38 "
162792,,,2126,No_Match,,,,101002,3000,"$19,000.00 ",$0.00 ,"$1,775.00 ","$19,000.00 ",April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,8/26/21,,"$15,000.00 ",,,"$15,000.00 "
162797,,2130,,Match,Non_Exact,25,25,110607,2014,"$7,500.00 ",$0.00 ,"$4,568.00 ","$7,500.00 ",April-21; May-21; June-21; July-21,4/12/21,,"$4,500.00 ","$1,500.00 ",,"$12,000.00 "
162798,,2124,,Match,Non_Exact,25,25,91900,3000,,$0.00 ,$120.00 ,$0.00 ,July-21; August-21; September-21; October-21; November-21,,,"$3,750.00 ","$1,500.00 ",,"$5,250.00 "
162801,,2128,,Match,Exact,25,25,50200,1001,"$1,750.00 ",$0.00 ,"$1,972.00 ","$1,750.00 ",May-21; June-21; July-21; August-21; September-21; October-21; November-21,,"$1,500.00 ","$5,250.00 ","$7,000.00 ",,"$13,750.00 "
162804,,2128,,Match,Non_Exact,25,25,703,1009,,$90.00 ,"$1,800.00 ",$90.00 ,April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,,,"$4,650.00 ","$5,199.88 ",,"$9,849.88 "
162805,,2130,,Match,Non_Exact,25,25,60604,1003,$570.00 ,$0.00 ,"$4,000.00 ",$570.00 ,August-21; September-21; October-21; November-21,,,"$4,596.00 ",,,"$4,596.00 "
162808,,2114,,Match,Non_Exact,25,25,110607,2015,"$1,900.00 ","$5,000.00 ","$1,846.00 ","$6,900.00 ",April-21; May-21; June-21; July-21; August-21,7/27/21,,"$5,700.00 ","$3,800.00 ",,"$9,500.00 "
162811,,2130,,Match,Non_Exact,25,25,92200,2000,"$2,000.00 ","$7,800.00 ",$900.00 ,"$9,800.00 ",April-20; June-20; July-20,7/30/21,,"$2,420.00 ",$428.00 ,,"$2,848.00 "
162812,,2215,,Match,Non_Exact,25,25,81101,2000,"$2,073.00 ",$356.39 ,"$1,980.00 ","$2,429.39 ",March-21; April-21; May-21; June-21; July-21,5/10/21,,"$6,213.51 ","$4,144.34 ",,"$10,357.85 "
162813,,2124,,Match,Non_Exact,25,25,804,1004,"$1,500.00 ","$3,600.00 ","$7,500.00 ","$5,100.00 ",March-21; April-21,,,"$2,250.00 ",,,"$2,250.00 "
162814,,2128,,Match,Non_Exact,25,25,100100,3004,"$1,650.00 ","$73,846.41 ","$2,691.00 ","$75,496.41 ",March-21; April-21; May-21; June-21; July-21,9/17/21,"$2,000.00 ","$5,400.00 ","$5,400.00 ",,"$12,800.00 "
162816,,2122,,Match,Non_Exact,25,25,101,2009,"$1,150.00 ",$0.00 ,"$3,200.00 ","$1,150.00 ",June-21; July-21; August-21; September-21; October-21,7/26/21,,"$2,625.00 ","$1,150.00 ",,"$3,775.00 "
162817,address does not match any location in Boston ,,,No_Match,,,,,,"$15,900.00 ",$0.00 ,$0.00 ,"$15,900.00 ",October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,,,,"$15,000.00 ",,"$15,000.00 "
162820,,2127,,Match,Non_Exact,25,25,10205,3002,"$20,000.00 ",$809.99 ,$200.00 ,"$20,809.99 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,9/3/21,"$1,176.19 ",,,,"$1,176.19 "
162821,,2111,,Match,Non_Exact,25,25,101002,1003,"$27,500.00 ",$0.00 ,"$1,093.00 ","$27,500.00 ",July-21; August-21,,,"$6,000.00 ","$2,000.00 ",,"$8,000.00 "
162825,,2134,,Match,Non_Exact,25,25,110502,1013,,$700.00 ,"$4,272.00 ",$700.00 ,May-21; June-21; July-21; August-21; September-21; October-21,7/21/21,,"$2,250.00 ","$2,250.00 ",,"$4,500.00 "
162827,,2111,,Match,Non_Exact,25,25,91100,5002,"$3,450.00 ",$572.00 ,"$1,600.00 ","$4,022.00 ",April-21; May-21; June-21; July-21; August-21; September-21,8/3/21,,"$3,450.00 ",,,"$3,450.00 "
162828,,2124,,Match,Non_Exact,25,25,81200,2000,"$1,235.00 ",$345.00 ,$0.00 ,"$1,580.00 ",21-Feb,,,,$598.35 ,,$598.35 
162830,,2134,,Match,Non_Exact,25,25,50300,1010,"$1,200.00 ","$1,889.58 ","$1,120.00 ","$3,089.58 ",May-21; June-21; July-21; August-21,9/7/21,,"$3,600.00 ","$4,800.00 ",,"$8,400.00 "
162831,,2135,,Match,Non_Exact,25,25,804,2014,"$7,650.00 ",$0.00 ,"$4,000.00 ","$7,650.00 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,8/3/21,,"$2,550.00 ",,,"$2,550.00 "
162832,,2124,,Match,Exact,25,25,100400,2000,"$1,800.00 ","$2,495.00 ",$652.00 ,"$4,295.00 ",April-20; May-20; June-20; July-20; August-20; September-20; October-20,,"$1,495.22 ","$5,400.00 ","$7,200.00 ",,"$14,095.22 "
162833,,2120,,Match,Non_Exact,25,25,505,1004,"$3,100.00 ",$0.00 ,"$1,840.00 ","$3,100.00 ",June-21; July-21; August-21,,,"$3,100.00 ","$4,325.00 ",,"$7,425.00 "
162834,,2125,,Match,Non_Exact,25,25,100500,1005,,$0.00 ,"$2,800.00 ",$0.00 ,June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/7/21,,"$3,450.00 ","$5,500.00 ","$4,600.00 ","$13,550.00 "
162835,,2116,,Match,Non_Exact,25,25,90901,2001,,$0.00 ,"$4,000.00 ",$0.00 ,September-21; October-21; November-21,8/18/21,,"$5,700.00 ",,,"$5,700.00 "
162836,,2124,,Match,Non_Exact,25,25,80100,2001,"$1,920.00 ",$534.85 ,"$1,770.00 ","$2,454.85 ",January-21; February-21; March-21; April-21; May-21,8/9/21,,"$1,407.00 ","$3,327.00 ",,"$4,734.00 "
162837,,2122,,Match,Non_Exact,25,25,82100,1003,"$2,900.00 ","$1,400.00 ","$2,200.00 ","$4,300.00 ",August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,,"$1,500.00 ",$825.00 ,"$3,604.00 ",,"$5,929.00 "
162838,,2124,,Match,Non_Exact,25,25,70700,1008,"$3,201.00 ","$1,531.18 ","$1,000.00 ","$4,732.18 ",March-21; April-21; May-21; June-21; July-21; August-21; September-21,,$938.98 ,"$7,000.00 ",,,"$7,938.98 "
162841,,2130,,Match,Non_Exact,25,25,100100,1000,"$2,400.00 ","$3,200.00 ","$2,400.00 ","$5,600.00 ",July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,,"$1,500.00 ","$8,070.00 ","$5,280.00 ",,"$14,850.00 "
162843,,2120,,Match,Non_Exact,25,25,100601,4008,"$5,950.00 ",$0.00 ,"$2,052.00 ","$5,950.00 ",March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/27/21,,"$5,150.00 ","$9,850.00 ",,"$15,000.00 "
162844,,2131,,Match,Non_Exact,25,25,120301,4001,"$4,800.00 ",$0.00 ,"$2,000.00 ","$4,800.00 ",January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,,,"$2,400.00 ","$6,400.00 ",,"$8,800.00 "
162846,,2128,,Match,Non_Exact,25,25,130300,2007,"$1,500.00 ",$308.62 ,$896.00 ,"$1,808.62 ",July-21; August-21; September-21; October-21,,,"$2,200.00 ",$700.00 ,,"$2,900.00 "
162847,,2131,,Match,Exact,25,25,110502,3007,"$9,000.00 ",$0.00 ,"$1,200.00 ","$9,000.00 ",January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,7/28/21,,"$4,500.00 ","$9,000.00 ",,"$13,500.00 "
162848,,2116,,Match,Non_Exact,25,25,100500,3001,"$17,500.00 ",$0.00 ,"$3,000.00 ","$17,500.00 ",August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,8/18/21,$0.00 ,$0.00 ,"$15,000.00 ",$0.00 ,"$15,000.00 "
162849,,2136,,Match,Non_Exact,25,25,110201,1005,"$3,600.00 ",$0.00 ,"$2,368.00 ","$3,600.00 ",April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,,,"$3,600.00 ","$3,600.00 ",,"$7,200.00 "
162851,,2115,,Match,Non_Exact,25,25,140400,6001,"$3,598.00 ",$0.00 ,"$3,200.00 ","$3,598.00 ",May-21; June-21; July-21; August-21; September-21,6/16/21,,"$4,947.00 ","$3,599.00 ",,"$8,546.00 "
162852,,2121,,Match,Non_Exact,25,25,81102,1003,"$2,750.00 ","$1,490.00 ","$3,382.00 ","$4,240.00 ",July-21; September-21; October-21; November-21,,"$1,500.00 ","$11,100.00 ",,,"$12,600.00 "
162854,,2111,,Match,Non_Exact,25,25,90700,1008,"$10,200.00 ",$0.00 ,$0.00 ,"$10,200.00 ",July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,7/19/21,,"$2,550.00 ","$10,200.00 ",,"$12,750.00 "
162855,,2132,,Match,Non_Exact,25,25,120301,4001,"$9,633.00 ","$2,800.00 ","$5,938.00 ","$14,888.80 ",January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,9/8/21,,"$3,900.00 ","$9,633.00 ",$0.00 ,"$13,533.00 "
162856,,2126,,Match,Non_Exact,25,25,81001,4000,"$7,475.00 ","$2,135.58 ","$5,500.00 ","$13,402.58 ",June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,8/24/21,"$1,500.00 ","$4,371.00 ","$8,931.51 ",$0.00 ,"$14,802.51 "
162857,,2115,,Match,Non_Exact,25,25,70202,1000,$146.00 ,"$1,172.42 ",$898.00 ,"$1,318.42 ",July-21; August-21; September-21; October-21,9/2/21,"$1,155.24 ",$72.00 ,$72.00 ,,"$1,299.24 "
162858,,2118,,Match,Non_Exact,25,25,101001,4003,"$5,428.00 ","$10,500.00 ","$2,670.00 ","$15,928.00 ",January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,,,,"$7,336.00 ",,"$7,336.00 "
162859,,2134,,Match,Non_Exact,25,25,61201,1015,"$7,350.00 ",$0.00 ,"$2,240.00 ","$7,350.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/29/21,,"$3,000.00 ","$7,350.00 ",,"$10,350.00 "
162860,,2122,,Match,Non_Exact,25,25,81001,4003,"$4,980.00 ",$0.00 ,"$1,147.00 ","$4,980.00 ",September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/14/21,,$702.00 ,"$4,980.00 ",,"$5,682.00 "
162861,,2122,,Match,Non_Exact,25,25,70902,1003,$646.00 ,$631.00 ,$640.00 ,"$1,277.00 ",September-21; October-21; November-21,,,$305.12 ,,,$305.12 
162862,,2121,,Match,Non_Exact,25,25,100603,2015,"$1,700.00 ",$0.00 ,"$1,249.00 ","$1,700.00 ",October-20; November-20; December-20; January-21,7/26/21,,"$1,700.00 ",,,"$1,700.00 "
162864,,2134,,Match,Non_Exact,25,25,50300,3004,"$5,000.00 ","$1,200.00 ","$3,000.00 ","$6,200.00 ",November-20; December-20; January-21,7/21/21,,,"$11,425.00 ",,"$11,425.00 "
162865,,2129,,Match,Non_Exact,25,25,90100,4000,$0.00 ,$487.00 ,$884.00 ,$487.00 ,June-21; July-21; August-21; September-21; October-21; November-21; December-21,8/5/21,$479.06 ,$520.00 ,$260.00 ,,"$1,259.06 "
162866,,2128,,Match,Non_Exact,25,25,91900,1002,$0.00 ,$0.00 ,$848.00 ,$0.00 ,September-21; October-21; November-21,8/5/21,,$984.00 ,,"$3,078.00 ","$4,062.00 "
162867,,2128,,Match,Non_Exact,25,25,40801,3008,"$1,338.00 ","$5,432.00 ","$2,052.00 ","$6,770.00 ",March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,7/28/21,"$1,500.00 ","$7,908.00 ",,,"$9,408.00 "
162868,,2136,,Match,Non_Exact,25,25,51101,1010,"$7,200.00 ",$0.00 ,"$2,268.00 ","$7,200.00 ",January-21; February-21; March-21; April-21,7/30/21,,"$14,400.00 ",,,"$14,400.00 "
162870,,2130,,Match,Non_Exact,25,25,140300,5007,,$0.00 ,"$1,600.00 ",$0.00 ,April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/9/21,,"$3,787.00 ","$1,109.00 ",,"$4,896.00 "
163085,,2125,,Match,Non_Exact,25,25,40100,1005,,$260.00 ,$0.00 ,$260.00 ,,,,,,"$3,000.00 ","$3,000.00 "
163093,,2136,,Match,Exact,25,25,140300,1007,"$1,100.00 ",$200.00 ,"$3,033.00 ","$1,300.00 ",April-21; May-21,5/10/21,$202.02 ,$0.00 ,"$1,625.00 ",,"$2,567.02 "
163097,,2135,,Match,Non_Exact,25,25,40600,1006,"$11,000.00 ",$0.00 ,"$2,268.00 ","$11,000.00 ",March-21; April-21; May-21; June-21; July-21; August-21,8/12/21,,,"$15,000.00 ",,"$15,000.00 "
163109,,2116,,Match,Non_Exact,25,25,70402,1010,,$91.91 ,"$2,443.00 ",$91.91 ,,8/26/21,,,"$4,552.65 ",,"$4,552.65 "
163115,,2135,,Match,Non_Exact,25,25,91700,3002,$0.00 ,$0.00 ,$0.00 ,$0.00 ,April-21; May-21; June-21; July-21; August-21; September-21; October-21,9/9/21,,"$1,400.00 ","$8,400.00 ",,"$9,800.00 "
163132,,2121,,Match,Non_Exact,25,25,100500,5012,$0.00 ,$0.00 ,"$2,400.00 ",$0.00 ,May-21; June-21; July-21; August-21; September-21,9/1/21,,,"$13,178.00 ",,"$13,178.00 "
163138,,2121,,Match,Non_Exact,25,25,201,2003,$830.00 ,$200.00 ,"$2,000.00 ","$1,030.00 ",April-21; May-21; June-21; July-21,5/26/21,,"$3,380.00 ",,,"$3,380.00 "
163158,,2121,,Match,Exact,25,25,91900,3003,$0.00 ,"$1,411.42 ","$2,596.00 ","$1,411.42 ",,,$140.25 ,,"$5,464.00 ",,"$5,604.25 "
163160,,2210,,Match,Non_Exact,25,25,90901,1003,$0.00 ,"$1,124.00 ","$4,000.00 ","$1,124.00 ",June-21; July-21; August-21; September-21; October-21; November-21,8/24/21,"$1,424.10 ",,"$3,888.00 ",,"$11,144.10 "
163167,,2118,,Match,Non_Exact,25,25,60604,1001,$0.00 ,$0.00 ,"$2,303.00 ",$0.00 ,September-21; October-21; November-21,8/12/21,,"$4,230.00 ","$4,000.00 ",,"$8,230.00 "
163169,,2119,,Match,Non_Exact,25,25,10701,3004,$0.00 ,$0.00 ,"$3,000.00 ",$0.00 ,August-21; September-21,9/6/21,,,"$2,525.00 ",,"$6,350.00 "
163180,,2113,,Match,Non_Exact,25,25,50700,3004,"$11,000.00 ",$0.00 ,"$1,294.00 ","$11,000.00 ",March-21; March-21,3/19/21,,"$11,000.00 ",,,"$11,000.00 "
163182,,2134,,Match,Non_Exact,25,25,30400,3000,"$12,600.00 ",$0.00 ,$0.00 ,"$12,600.00 ",April-21; April-21; May-21,4/16/21,,"$12,600.00 ",,,"$12,600.00 "
163183,,2128,,Match,Non_Exact,25,25,92000,4005,$0.00 ,$0.00 ,"$2,800.00 ",$0.00 ,March-21; April-21; May-21,3/26/21,,"$2,304.00 ",,,"$2,304.00 "
163184,,2128,,Match,Non_Exact,25,25,71101,2003,"$2,752.00 ",$0.00 ,$0.00 ,"$2,752.00 ",March-21; March-21,3/26/21,,"$2,752.00 ",,,"$2,752.00 "
163187,,2136,,Match,Non_Exact,25,25,110201,1010,"$6,600.00 ",$0.00 ,"$4,000.00 ","$6,600.00 ",21-Apr,4/9/21,,"$6,600.00 ",,,"$6,600.00 "
163189,,2124,,Match,Non_Exact,25,25,50101,1002,"$2,000.00 ",$0.00 ,$0.00 ,"$2,000.00 ",April-21; May-21; June-21,3/26/21,,"$3,000.00 ",,,"$3,000.00 "
163190,,2128,,Match,Exact,25,25,50901,2005,"$7,500.00 ",$0.00 ,"$1,800.00 ","$7,500.00 ",21-Mar,3/19/21,,"$7,500.00 ",,,"$7,500.00 "
163191,,2135,,Match,Non_Exact,25,25,100100,3010,"$3,600.00 ",$0.00 ,"$1,000.00 ","$3,600.00 ",21-Apr,4/2/21,,"$3,600.00 ",,,"$3,600.00 "
163193,,2136,,Match,Non_Exact,25,25,102,1005,"$2,409.00 ",$0.00 ,$300.00 ,"$2,409.00 ",21-Apr,4/9/21,,"$2,409.00 ",,,"$2,409.00 "
163194,,2126,,Match,Non_Exact,25,25,50700,3006,"$1,725.00 ",$0.00 ,#Error!,#Error!,July-21; August-21; September-21,6/25/21,,"$5,250.00 ",,,"$5,250.00 "
163195,,2135,,Match,Non_Exact,25,25,101002,2009,"$9,300.00 ",$0.00 ,#Error!,#Error!,21-Apr,4/30/21,,"$9,300.00 ",,,"$9,300.00 "
163196,,2124,,Match,Non_Exact,25,25,91600,2005,"$18,000.00 ",$0.00 ,"$2,500.00 ","$18,000.00 ",21-Mar,3/26/21,,"$15,000.00 ",,,"$15,000.00 "
163197,,2135,,Match,Exact,25,25,301,3005,$866.00 ,$0.00 ,"$2,400.00 ",$866.00 ,June-21; July-21; August-21,6/11/21,,"$3,464.00 ",,,"$3,464.00 "
163198,,,2136,No_Match,,,,140202,4001,"$7,000.00 ",$0.00 ,"$1,604.00 ","$7,000.00 ",21-Mar,3/19/21,,"$6,000.00 ",,,"$6,000.00 "
163200,,2125,,Match,Exact,25,25,91001,2001,"$1,050.00 ",$0.00 ,$0.00 ,"$1,050.00 ",April-21; June-21; July-21,4/2/21,,"$2,100.00 ",,,"$2,100.00 "
163201,,,2125,Tie,,,,90600,1011,"$6,600.00 ",$0.00 ,"$4,500.00 ","$6,600.00 ",21-Mar,3/19/21,,"$6,600.00 ",,,"$6,600.00 "
163202,,2136,,Match,Non_Exact,25,25,90400,4000,"$12,600.00 ",$0.00 ,$600.00 ,"$12,600.00 ",21-Apr,4/16/21,,"$12,600.00 ",,,"$12,600.00 "
